kepid,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_fwm_stat_sig,koi_eccen,koi_srho,koi_sma,koi_max_sngle_ev,koi_model_chisq
6463499,,FALSE POSITIVE,94.446856,0.977,7.502,436.4,0.02636,7.13,14.273604,20.0,12,0.0,0,0.05946,0.4316,5.8116317,
8254882,,FALSE POSITIVE,0.92565941,0.042,1.488,30,0.005009,0.88,12.531257,11.2,1445,0.0,0,2.45176,0.0203,3.5409713,
6042031,,FALSE POSITIVE,0.537110149,1.106,1.7976,92,0.116204,32.19,15.379113,41.1,2484,0.0,0,0.10289,0.0141,3.82511,
4078311,Kepler-1944 b,CONFIRMED,9.84262076,0.234,1.6018,626.4,0.022683,2.41,14.454476,16.8,109,0.581,0,19.93158,0.0918,3.6615045,
5475735,,FALSE POSITIVE,2.99194823,0.71,4.39,99.6,0.009778,0.78,16.67453,18.2,446,0.0,0,0.11837,0.0378,3.3515177,
10075409,,FALSE POSITIVE,360.33012,0.3698,15.16,1022,0.028979,2.34,,12.2,,,0,0.77213,0.9229,,
7038096,,FALSE POSITIVE,0.566803149,0.822,1.643,246,0.016134,1.93,9.516392,52.6,1178,0.403,0,0.34901,0.0142,3.7987587,
3345973,,FALSE POSITIVE,15.3466028,0.591,4.966,238.5,0.01477,3.64,10.7401285,13.0,88,0.0,0,0.59544,0.1414,4.0977774,
11967788,,CANDIDATE,7.23531329,0.326,3.338,112.2,0.009843,1.53,18.60213,14.0,182,0.258,0,1.43553,0.0783,4.234143,
11967788,,CANDIDATE,4.93211932,0.034,3.144,50.5,0.00655,1.02,13.970231,7.5,261,0.001,0,1.36813,0.0606,2.9876978,
11972872,,FALSE POSITIVE,0.531106622,0.94,3.0293,5133.6,0.090648,7.54,27.075521,286.2,2513,0.012,0,0.12917,0.0116,8.040295,
9899233,,FALSE POSITIVE,1.332547503,0.746,4.521,130.3,0.01131,1.23,17.25378,25.5,1009,0.007,0,0.05772,0.0243,4.8621373,
3103227,Kepler-1550 b,CONFIRMED,225.585245,0.066,11.166,754.9,0.024932,3.71,16.416048,18.6,5,0.159,0,1.46229,0.7681,9.851951,
4850961,Kepler-1551 b,CONFIRMED,24.4972683,0.817,5.43,449.1,0.021608,2.74,15.612547,19.5,43,0.0,0,0.29952,0.1772,4.460525,
3102309,,FALSE POSITIVE,4.20253859,0.937,5.389,31.5,0.006446,0.71,7.4794803,8.8,324,0.042,0,0.0146,0.0479,3.3768263,
8521059,,FALSE POSITIVE,0.535578808,1.225,1.7973,193.6,0.236948,33.97,25.577068,38.3,2492,0.0,0,0.14186,0.0135,4.327896,
5217574,,FALSE POSITIVE,0.89486317,0.65,2.657,172,0.012638,1.19,13.152497,16.1,1270,0.0,0,0.23504,0.0179,3.351186,
7199060,,CANDIDATE,64.1862264,0.968,8.485,507.3,0.026574,8,16.229204,18.6,19,0.01,0,0.03572,0.3686,5.901675,
8439323,Kepler-1942 b,CONFIRMED,4.62602867,0.739,0.643,346.9,0.018932,1.65,13.297741,14.7,296,0.658,0,50.65963,0.0516,3.730303,
7733731,,CANDIDATE,4.85819429,0.086,5.356,76.3,0.008031,2.04,18.838116,25.2,279,0.874,0,0.27305,0.0595,3.2296875,
6862332,,FALSE POSITIVE,119.0192648,0.79,8.1,1977,0.044969,4.44,22.74429,31.1,11,0.0,0,0.60544,0.4772,13.444217,
10714072,Kepler-1541 b,CONFIRMED,8.40693068,0.015,1.866,167.1,0.011643,1.95,14.975676,6.8,162,0.822,0,11.30804,0.0781,4.0323477,
3110177,,CANDIDATE,3.39904814,0.596,2.922,69.6,0.007945,0.81,7.6781254,8.1,393,0.004,0,0.62775,0.0423,3.3743656,
8128247,,FALSE POSITIVE,3.57017774,0.094,4.473,79.6,0.007613,57.36,19.420488,8.9,378,0.001,0,0.34444,0.0521,6.4342294,
6276994,,FALSE POSITIVE,1.10601182,0.532,2.577,52.9,0.00688,0.77,11.506173,15.5,1209,0.0,0,0.37537,0.0216,3.8536906,
9674564,,FALSE POSITIVE,6.873655305,0.08,3.5415,181.3,0.012189,1.21,13.040112,3.4,197,,0,1.34396,0.0694,4.271751,
5688683,Kepler-1939 b,CONFIRMED,2.790643481,0.787,0.6871,202,0.014965,0.99,14.718759,20.2,369,0.002,0,19.1089,0.0334,3.562026,
5688683,,CANDIDATE,4.44902309,0.034,1.373,88.9,0.00834,0.55,8.480367,10.4,223,0.596,0,14.84915,0.0456,2.6062357,
6607644,Kepler-1559 b,CONFIRMED,0.971915957,0.592,1.6023,73.7,0.008139,0.79,14.952725,16.7,1376,0.35,0,1.14789,0.018,4.2696257,
7610663,Kepler-1560 b,CONFIRMED,3.03196812,0.287,1.723,81.5,0.008297,0.9,14.200007,15.8,446,0.21,0,4.53071,0.0397,3.4853294,
5565707,,FALSE POSITIVE,1.2940561,0.394,0.97,51.2,0.006749,5.27,10.527928,6.4,1032,0.0,0,9.70691,0.0307,3.288775,
1293031,,FALSE POSITIVE,0.53936593,0.988,5.434,145,0.015878,9.19,9.0759325,57.6,1239,,0,0.06737,0.0165,4.846845,
2859299,,FALSE POSITIVE,0.643703667,0.036,0.801,172,0.012176,1.48,8.7930565,40.3,2074,0.0,0,11.0812,0.0148,4.0043526,
4067110,,FALSE POSITIVE,0.735146413,1.192,5.053,275.4,0.207343,168.34,17.122849,78.0,1468,,0,0.06311,0.022,4.536633,
8694309,,FALSE POSITIVE,0.827351796,0.544,2.1885,44.7,0.006298,0.9,17.308855,30.6,1622,,0,0.46027,0.0165,3.8818557,
7818447,,FALSE POSITIVE,0.618952198,1.282,2.8244,8324.1,0.391534,4.96,142.41026,259.3,1446,,0,0.20321,0.0065,18.584732,
11569475,,FALSE POSITIVE,1.31723412,1.07,7.284,422.7,0.095187,125.56,18.490742,78.4,1023,0.001,0,0.01561,0.0357,4.8466487,
8222627,,CANDIDATE,1.121733366,0.464,1.032,84.3,0.008523,2.39,14.988862,13.6,1190,,0,6.25868,0.0222,5.465323,
8951205,Kepler-1940 b,CONFIRMED,4.95060632,0.458,1.719,309.5,0.016376,1.28,14.24367,17.4,267,0.08,0,6.15348,0.0525,3.7709882,
5700900,,FALSE POSITIVE,379.08202,1.181,33.87,1609.1,0.228834,23.99,8.268613,23.2,4,0.095,0,0.00319,1.0412,6.5166154,
7026477,,FALSE POSITIVE,366.31509,0.4314,12.41,336,0.017222,2.87,,13.0,,,0,1.26237,1.0726,,
9402583,,FALSE POSITIVE,0.536544193,0.267,2.918,159.5,0.01136,0.9,14.654785,25.3,2438,0.0,0,0.22932,0.0118,3.5443864,
8700537,,FALSE POSITIVE,43.796785,1.187,18.84,256.3,0.202282,20.79,15.342165,21.2,31,0.0,0,0.00045,0.2326,7.12258,
10858785,,FALSE POSITIVE,0.952371227,1.2,3.926,352.5,0.218302,21.96,12.530478,42.6,1407,0.0,0,0.04255,0.019,3.4387045,
9640907,,FALSE POSITIVE,1.089088292,0.291,1.8599,141.7,0.010985,1.28,12.806742,1.8,616,0.003,0,1.33683,0.0218,3.9536054,
9551430,,FALSE POSITIVE,7.7553808,1.235,22.321,839.6,0.265403,22.2,21.433395,55.9,148,0.304,0,0.00095,0.0694,3.594128,
9551430,,CANDIDATE,163.51489847,,3.08,,,,,,,0.965,,,,,
3228986,,FALSE POSITIVE,0.730949487,0.86,2.367,87.3,0.0098,1.27,18.873734,15.8,1834,0.0,0,0.13165,0.0169,8.340928,
2708278,,FALSE POSITIVE,1.89124187,0.198,4.415,105.8,0.009199,0.93,16.35057,20.8,710,0.0,0,0.18915,0.0293,3.8064322,
3747817,Kepler-1552 b,CONFIRMED,184.77271,0.04,9.568,951.4,0.027576,2.41,16.886051,21.0,8,0.0,0,1.92603,0.6045,8.006753,
3747817,,CANDIDATE,14.2378417,0.314,4.86,193,0.012587,1.1,7.9679656,10.5,94,0.049,0,0.93327,0.1095,2.9712486,
7758018,,CANDIDATE,363.41165,0.3923,14.79,961.7,0.028751,3.14,,17.4,,0.05,0,0.81439,1.0229,,
10089911,Kepler-1543 b,CONFIRMED,6.96704926,0.906,3.73,213.7,0.015917,6.14,17.48083,18.6,157,0.337,0,0.1128,0.0867,4.0145707,
10089911,,CANDIDATE,11.6089351,1.105,2.957,199.6,0.120487,46.44,8.482897,8.7,80,0.083,0,0.02536,0.1219,3.477169,
3247404,,FALSE POSITIVE,8.8109721,1.227,4.822,24048,0.439006,47.94,20.865814,26.0,52,0.0,0,0.28836,0.0837,5.8458734,
11415243,Kepler-1544 b,CONFIRMED,168.81133,0.083,6.582,614.4,0.021852,1.69,14.800636,15.3,9,0.691,0,5.27578,0.5459,7.418344,
8264402,,CANDIDATE,215.956008,0.959,10.425,392.7,0.023402,3.36,16.39341,23.3,7,0.841,0,0.07344,0.7429,7.8348875,
11017094,,FALSE POSITIVE,0.708563091,1.196,6.347,414.5,0.217374,15.38,16.118591,90.8,1515,,0,0.06861,0.0139,4.3754134,
3129238,,CANDIDATE,2.00870696,0.194,4.87,53.5,0.006628,0.55,8.726957,12.2,0,0.734,0,0.14955,0.0278,3.4913821,
5956633,,FALSE POSITIVE,366.24282,0.235,15.76,733.7,0.024655,2.4,,18.2,,,0,0.78305,1.006,,
9899065,,FALSE POSITIVE,1.33256418,0.559,4.701,162.3,0.012001,0.81,13.921124,20.7,852,0.0,0,0.08191,0.0201,3.7672987,
7907808,,CANDIDATE,0.655939788,0.301,1.318,73,0.007708,1.48,14.793385,18.7,2037,0.074,0,2.24633,0.0145,3.9164898,
5471792,,FALSE POSITIVE,12.4258833,0.982,24.83,93.6,0.01231,2.19,13.908455,34.4,112,0.0,0,0.00031,0.0988,3.8482199,
11145831,,FALSE POSITIVE,1.387838134,0.38,2.252,136.8,0.010903,1.24,14.307547,20.4,963,0.0,0,0.87161,0.0252,3.616604,
11444952,,FALSE POSITIVE,0.678349364,1.187,3.092,486,0.210526,19.06,16.561987,12.0,1572,,0,0.08242,0.0147,3.6746151,
8647295,,FALSE POSITIVE,1.022028468,1.247,8.866,1344.5,0.288227,26.91,29.789963,184.5,1312,0.0,0,0.03951,0.0181,9.749323,
5112567,,FALSE POSITIVE,1.6156052,1.149,14.55,1582,0.19574,34.69,18.228155,253.1,662,0.0,0,0.01114,0.0299,4.1665573,
2708343,,FALSE POSITIVE,1.8913182,0.439,4.374,202.3,0.013008,0.9,17.892231,17.6,709,0.0,0,0.15658,0.0255,3.7819645,
3235282,,FALSE POSITIVE,494.165759,0.41,2.239,1440,0.03547,4.5,7.43973,7.4,3,0.0,0,319.28052,1.313,4.7917643,
3117046,,FALSE POSITIVE,359.1015,0.317,11.461,496.5,0.020691,2.37,9.6717615,12.9,4,0.738,0,1.83744,1.0201,5.3597198,
6311520,,FALSE POSITIVE,0.941840589,1.198,5.06,388.3,0.216872,27.05,16.604038,23.0,1446,0.0,0,0.04096,0.0189,4.7578907,
5201115,,FALSE POSITIVE,1.728521892,0.719,3.361,92.2,0.009435,1.19,21.015509,30.2,626,0.0,0,0.15508,0.0276,5.6370683,
2708203,,FALSE POSITIVE,1.89125855,0.677,5.415,67.9,0.008015,0.81,18.424814,24.8,713,0.0,0,0.05255,0.0279,3.9981947,
4150496,,FALSE POSITIVE,8.65312868,1.185,3.376,508.6,0.209028,20.38,18.872547,22.6,153,0.0,0,0.02866,0.0818,4.1262527,
4150496,,FALSE POSITIVE,94.22498,0.801,22.445,346.3,0.01888,1.84,13.463907,15.5,15,0.0,0,0.01756,0.402,7.1695576,
9655005,,FALSE POSITIVE,1.39862757,0.617,9.625,45.5,0.006491,2.39,13.220459,59.6,975,0.613,0,0.01619,0.032,5.3854947,
3851194,,FALSE POSITIVE,0.918510251,0.622,2.587,52.6,0.006949,1.77,8.656139,20.3,1459,0.0,0,0.26718,0.0198,4.022338,
5092655,,FALSE POSITIVE,0.783258387,0.2514,2.2926,328.5,0.016344,1.28,10.626045,28.5,1447,0.194,0,0.57132,0.0147,6.1563473,
3955817,Kepler-1553 b,CONFIRMED,4.24263096,0.201,2.582,187.6,0.012243,1.1,14.401643,15.9,319,,0,2.03642,0.0481,4.8559866,
10661778,,FALSE POSITIVE,1.231363214,0.969,5.8101,4774.7,0.098455,10.75,16.822853,112.7,715,0.0,0,0.02853,0.0225,3.9017484,
5513857,,FALSE POSITIVE,0.755101928,0.464,3.044,119.8,0.010157,0.91,13.857493,18.1,1376,0.0,0,0.20711,0.0153,3.626164,
10272389,,FALSE POSITIVE,4.56447463,0.508,6.415,208.4,0.013419,1.13,23.780445,42.6,300,0.0,0,0.10174,0.0511,4.8071017,
4679687,,FALSE POSITIVE,1.027904857,1.261,1.6381,2381.2,0.320118,30.48,33.980343,117.8,1099,0.0,0,0.20792,0.0183,5.9105077,
7968683,,FALSE POSITIVE,367.95566,0.957,21.877,1414.1,0.047688,3.62,8.797298,13.7,4,0.02,0,0.02295,0.9018,5.719212,
10360722,Kepler-1545 b,CONFIRMED,163.692336,0.028,6.853,1138,0.029844,2.75,15.790156,21.0,6,0.005,0,4.68026,0.5442,8.35466,
9091755,,FALSE POSITIVE,1.106529843,0.974,6.258,319.5,0.021895,1.91,14.98531,69.2,1219,,0,0.01928,0.0201,3.729806,
3852476,,FALSE POSITIVE,111.741576,0.057,3.83,238.8,0.013918,6.88,7.28567,9.9,11,0.455,0,17.40561,0.5343,3.157857,
9700449,,CANDIDATE,110.461746,0.036,12.46,331.2,0.016739,1.93,11.92839,15.8,12,0.886,0,0.50479,0.4667,5.363355,
6349881,Kepler-1554 b,CONFIRMED,198.088873,0.633,7.955,1027.7,0.03061,3.24,16.278463,18.0,7,0.454,0,1.78374,0.6314,8.27994,
9851970,,FALSE POSITIVE,1.08193721,0.168,4.788,115.3,0.009584,0.77,12.989895,14.4,1002,0.0,0,0.09844,0.0184,4.178271,
6140059,,CANDIDATE,44.6226725,0.931,12.974,131.9,0.012823,1.73,14.903932,20.6,28,0.555,0,0.01116,0.2464,4.2379384,
5726910,,FALSE POSITIVE,2.43142974,0.2234,2.713,146.6,0.011101,1.17,15.151978,10.7,554,0.0,0,0.99681,0.0327,8.591102,
1718958,Kepler-1934 b,CONFIRMED,1.41975831,0.644,1.429,60.9,0.007542,0.85,14.809012,8.1,950,0.265,0,1.95904,0.0245,3.570721,
6428794,Kepler-1701 b,CONFIRMED,169.135056,0.754,8.931,640.7,0.025256,2.21,16.663416,24.5,9,0.01,0,0.67276,0.5608,7.3987937,
3228825,,FALSE POSITIVE,0.73095491,0.415,2.206,29.6,0.005089,0.88,16.059803,7.5,1832,0.0,0,0.49835,0.0175,4.2465096,
4673628,Kepler-1935 b,CONFIRMED,3.951383138,1.217,1.0582,405.7,0.23944,23.51,16.476116,23.9,268,0.73,0,0.37279,0.0463,3.7209036,
3852872,,CANDIDATE,80.769893,0.158,4.2,128.5,0.01003,1.87,7.3996606,6.7,16,0.048,0,9.12215,0.3625,5.0584044,
9099950,,FALSE POSITIVE,1.111362442,0.715,6.24,133.9,0.011357,2.86,17.301676,36.8,1213,0.0,0,0.03244,0.0238,4.440284,
9272070,Kepler-1555 b,CONFIRMED,8.10503551,0.353,4.459,209.9,0.013451,1.45,14.54065,16.5,172,0.071,0,0.66331,0.0805,3.593183,
5088400,Kepler-1556 b,CONFIRMED,8.82715783,0.249,2.019,368.6,0.017452,1.67,13.88664,11.1,127,,0,8.69135,0.0829,4.3495193,
4669402,,FALSE POSITIVE,143.196381,1.017,10.424,618.1,0.057329,6.64,16.925945,17.4,8,0.0,0,0.02548,0.5141,10.736661,
3757407,,FALSE POSITIVE,9.089151782,0.043,3.1886,110.1,0.009711,4.35,13.727301,7.1,117,0.0,0,2.43021,0.1058,4.649109,
9220612,,FALSE POSITIVE,0.979161676,0.634,2.942,160.2,0.012122,1.03,14.90462,20.2,1365,0.0,0,0.19738,0.0184,4.3010817,
3858943,,FALSE POSITIVE,25.9528725,0.741,12.434,164.1,0.012663,1.53,7.2107873,16.9,41,0.0,0,0.03786,0.1797,3.3489075,
11970988,,CANDIDATE,2.31482311,0.067,2.127,58.6,0.006844,0.69,12.594292,14.2,579,0.714,0,2.07146,0.0322,3.5686283,
6129694,,FALSE POSITIVE,0.936751792,0.991,5.658,26.4,0.006508,2.07,14.388791,23.0,1439,0.629,0,0.02296,0.0239,3.5255432,
6129694,,FALSE POSITIVE,241.0122,0.4046,1.19,216.1,0.013877,4.41,,4.1,,0.126,0,959.13239,0.9684,,
5957181,,FALSE POSITIVE,393.34331,0.2607,9.481,1750,0.03754,2.27,,21.2,,,0,3.94255,0.8785,,
7601918,,FALSE POSITIVE,0.621361411,0.017,1.0628,45,0.0062,1.12,12.552448,24.6,2149,0.0,0,4.55852,0.0148,5.7794933,
6119877,,FALSE POSITIVE,250.23760741,,16.58,,,,,,,,,,,,
7211879,,FALSE POSITIVE,0.594310785,0.161,0.9994,112.5,0.009817,0.91,12.032685,15.7,2256,0.0,0,5.10671,0.0135,4.4161515,
8087812,Kepler-1952 b,CONFIRMED,27.2106807,0.973,10.515,99.4,0.012111,1.73,13.391458,16.9,51,0.35,0,0.00452,0.1724,4.2828608,
10534155,,CANDIDATE,4.32710895,1.158,1.387,108.9,0.16744,26.6,12.475209,12.9,310,0.0,0,0.05401,0.0484,5.587448,
5308537,Kepler-1955 b,CONFIRMED,14.2651545,0.353,3.601,66.3,0.00749,1.06,11.675163,13.9,95,0.769,0,2.16725,0.117,3.3830764,
6350882,,CANDIDATE,5.04404366,0.08,1.682,236.5,0.01411,1.47,9.920448,11.6,257,0.093,0,9.24393,0.0581,3.539455,
5281113,Kepler-1602 b,CONFIRMED,11.17931581,0.381,3.103,90.6,0.008869,1.81,11.880028,12.0,95,0.291,0,2.57563,0.1074,3.9438198,
7847104,,FALSE POSITIVE,1.284991846,0.485,2.274,29.1,0.005074,1.17,13.883184,15.3,1038,0.0,0,0.66121,0.0243,4.1782026,
3450040,,CANDIDATE,1.166960319,0.033,1.6823,97.8,0.008944,0.88,14.387222,17.9,1152,0.016,0,2.15809,0.0219,4.230286,
3347807,,FALSE POSITIVE,324.18028,0.733,18.15,87.9,0.009248,2.2,7.7716475,10.9,4,0.845,0,0.15249,0.9789,5.0587215,
8487805,,FALSE POSITIVE,0.530959357,0.348,2.417,84.4,0.008401,0.69,16.084717,22.0,1262,0.0,0,0.34258,0.0121,4.127327,
9456281,,CANDIDATE,0.701944362,0.07,0.641,210.8,0.013524,0.8,12.794998,17.1,1906,0.0,0,23.40317,0.0125,4.102157,
5129453,,CANDIDATE,3.05772668,0.007,1.819,311,0.015465,1.23,11.307347,13.7,422,0.001,0,4.49758,0.037,3.524691,
7918478,,CANDIDATE,9.9092109,0.755,2.552,942,0.030624,2.35,14.159967,6.4,115,0.264,0,1.73978,0.0828,3.4299002,
3336845,,FALSE POSITIVE,0.996864568,0.644,1.098,86.7,0.009016,0.77,16.881485,21.4,1345,0.0,0,3.06973,0.0177,4.9802585,
3645282,,FALSE POSITIVE,0.673684895,0.547,1.161,51.1,0.006769,0.7,8.472941,7.0,1982,0.0,0,2.32233,0.0147,3.7471192,
6026924,Kepler-1580 b,CONFIRMED,56.644452,0.579,16.551,104.6,0.009727,2.44,11.435852,21.8,19,0.09,0,0.05974,0.323,3.8828163,
6525280,,FALSE POSITIVE,1.710319812,0.559,2.983,43.6,0.006258,0.56,16.312979,19.1,784,,0,0.33771,0.0263,4.761005,
4861784,,FALSE POSITIVE,5.62978034,0.08,5.847,379.2,0.017539,1.61,13.255269,19.1,203,0.0,0,0.25024,0.061,3.4195058,
5876360,,FALSE POSITIVE,1.050852976,1.111,1.6788,41694,0.420227,45.89,33.47528,143.0,588,0.0,0,1.46266,0.0203,8.749667,
9509343,,CANDIDATE,6.39269778,0.011,2.138,174.3,0.011795,1.21,9.810187,11.3,209,0.0,0,5.71617,0.0638,3.4487941,
3732972,,FALSE POSITIVE,1.540398683,0.47,1.5676,73,0.007891,12.65,7.8703976,4.8,802,0.0,0,2.42992,0.0321,4.1681743,
3244792,Kepler-1592 b,CONFIRMED,3.0570982,0.104,3.571,144,0.011032,0.99,13.71391,15.7,350,0.244,0,0.58289,0.04,4.089239,
8743082,,FALSE POSITIVE,365.25921,0.0035,13.74,529,0.020993,2.39,,12.8,,,0,1.26489,1.0104,,
9142742,,FALSE POSITIVE,372.72688,0.9082,12.751,331.7,0.019959,3.52,,17.0,,,0,0.15174,1.1166,,
6891513,,FALSE POSITIVE,9.9398272,1.973,4.1198,478.6,0.989789,101.71,10.994687,4.3,110,0.0,0,0.02602,0.0917,4.427384,
7777522,,FALSE POSITIVE,0.885129679,0.651,3.156,177.3,0.012834,1.21,14.234054,21.2,1485,0.0,0,0.1511,0.0178,4.6903186,
9305012,,FALSE POSITIVE,56.898749,0.4491,3.522,514,0.021547,6.33,,6.2,,,0,8.486,0.3608,,
9597729,,FALSE POSITIVE,0.438153876,1.124,1.3885,164.8,0.138008,14,13.569939,33.4,1525,0.0,0,0.17269,0.0113,3.6075268,
9597729,,FALSE POSITIVE,0.87630504,1.207,1.11,170.9,0.219276,22.24,13.334711,25.2,1525,0.0,0,0.07465,0.018,3.937272,
5078025,,FALSE POSITIVE,0.696286519,0.985,3.194,120.8,0.014139,1.34,9.871748,19.7,1482,0.0,0,0.04829,0.0152,3.9735782,
5078025,,FALSE POSITIVE,0.696290095,1.123,3.839,120.5,0.133357,12.63,10.345437,19.4,1491,0.006,0,0.05892,0.0152,3.7632303,
1724719,Kepler-1569 b,CONFIRMED,5.79179934,0.896,3.474,118.5,0.011738,1.69,13.564364,17.7,233,0.018,0,0.12599,0.0654,4.0832033,
1724719,,CANDIDATE,10.0989634,0.529,6.428,57,0.007123,1.03,8.89148,8.9,122,0.213,0,0.20339,0.0948,2.641328,
5026326,,FALSE POSITIVE,1.39772545,0.644,4.129,181.3,0.012957,1.58,13.129711,17.9,621,0.0,0,0.09896,0.0252,4.4074388,
5512580,,FALSE POSITIVE,383.00806,0.0358,9.71,632.1,0.022812,2.2,,7.6,,,0,3.7694,1.0256,,
11670599,,FALSE POSITIVE,0.847588864,0.507,2.246,67.1,0.007737,0.91,13.0947695,21.3,1578,0.0,0,0.46945,0.0182,3.7454827,
6359820,,FALSE POSITIVE,331.81534,0.1599,10.56,370.3,0.01763,1.84,,7.8,,,0,2.413,0.9508,,
5436161,,CANDIDATE,0.644322147,1.3275,0.893,1076.6,0.365023,24.39,,79.6,,,0,0.48921,0.0124,,
2708221,,FALSE POSITIVE,1.8912501,1.24,7.648,731,0.270995,23.5,19.39219,31.6,332,0.0,0,0.01319,0.0274,3.2762363,
4571844,,CANDIDATE,17.8075656,0.474,1.643,1511,0.03662,3.92,10.359108,11.8,9,0.019,0,26.56155,0.1331,5.094228,
4571004,,FALSE POSITIVE,36.616669,0.3646,8.62,237.4,0.015407,1.68,,3.4,,,0,0.41086,0.2163,,
4571004,,FALSE POSITIVE,21.131609,0.0731,13.66,73.5,0.008573,0.94,,6.5,,,0,0.07142,0.1499,,
4571004,,FALSE POSITIVE,81.675841,0.3455,11.53,143.4,0.011975,1.31,,7.0,,,0,0.38656,0.3692,,
4571004,,FALSE POSITIVE,28.5463574,0.2411,9.29,153.3,0.012382,1.35,,10.1,,,0,0.28619,0.1832,,
4571004,,FALSE POSITIVE,72.563291,0.4863,3.088,332.3,0.018229,1.99,,6.4,,,0,14.87927,0.3412,,
2859893,,CANDIDATE,333.03842,0.2184,5.948,1260,0.032328,3.19,,7.0,,,0,13.71346,0.9462,,
7582691,,CANDIDATE,0.259819659,0.972,0.6513,231.5,0.021215,1.22,10.696639,24.1,2180,0.007,0,0.73023,0.0065,4.4878383,
7031942,,FALSE POSITIVE,0.566795467,0.504,4.712,38.2,0.00578,0.67,11.633117,25.8,2374,0.0,0,0.07932,0.0129,14.645781,
9836563,,CANDIDATE,4.72693131,0.065,4.036,26.2,0.004665,0.61,9.84615,11.5,283,0.039,0,0.61506,0.0569,3.9745345,
9836563,,CANDIDATE,6.5595368,0.378,4.324,26.3,0.004742,0.62,7.928007,10.1,192,0.051,0,0.55549,0.0708,3.4668548,
5632701,,FALSE POSITIVE,3.67515329,0.73,7.083,56,0.007374,0.71,13.70344,16.7,296,0.007,0,0.03324,0.0461,3.6597908,
10549924,,FALSE POSITIVE,0.715825886,0.099,1.212,40.6,0.005801,0.58,12.149057,11.0,1488,0.0,0,3.48495,0.0153,4.9063187,
9366617,Kepler-1570 b,CONFIRMED,26.5487294,0.21,7.968,142,0.010812,2.54,13.208161,15.3,52,0.159,0,0.42819,0.1784,3.8487322,
6187341,,FALSE POSITIVE,0.492291661,0.957,0.894,1107.6,0.043614,3.42,17.868801,62.0,843,0.124,0,0.63388,0.0108,3.6700442,
3353454,,FALSE POSITIVE,1.6911935,0.903,9.479,2801,0.058199,6.36,7.1756616,26.7,20,0.298,0,0.01209,0.0278,3.0613544,
10156055,,FALSE POSITIVE,2.42803503,0.057,3.045,73.8,0.007946,0.85,10.926394,8.8,439,0.0,0,0.74945,0.036,3.340041,
8418018,,FALSE POSITIVE,372.94844,0.4268,13.879,253.5,0.014785,1.34,,17.1,,,0,0.9183,0.9809,,
5024177,,FALSE POSITIVE,0.787120016,1.263,3.1648,265.5,0.276999,23.81,12.351057,43.3,1365,0.0,0,0.06993,0.0147,3.9045677,
11081504,,CANDIDATE,13.12297275,0.885,2.234,43.7,0.007074,1.29,10.127232,12.9,104,0.03,0,1.1098,0.1149,2.941231,
11081504,,CANDIDATE,9.6183111,0.447,4.215,25,0.004666,0.85,9.354628,11.9,137,0.412,0,0.79126,0.0934,3.1207592,
8459663,Kepler-1593 b,CONFIRMED,174.510276,0.024,6.689,1530,0.035188,1.74,10.974714,14.8,7,0.04,0,5.45009,0.4836,5.3585615,
10155321,,FALSE POSITIVE,15.705388,0.6449,4.871,283.7,0.016299,3.3,,10.6,,,0,0.55688,0.1437,,
10155321,,FALSE POSITIVE,0.71059239,0.9638,4.92,280.6,0.019379,3.92,8.253043,22.8,1281,0.067,0,0.03981,0.0182,5.885691,
3866536,,FALSE POSITIVE,7.65270746,0.97,79.8969,641.1,0.030516,3.21,10.389656,254.3,146,0.209,0,0.00036,0.0766,3.1425762,
7046035,Kepler-1603 b,CONFIRMED,2.27164952,0.01,4.054,82.4,0.008338,0.97,10.416963,12.7,589,0.619,0,0.30293,0.0351,3.7779663,
4679314,,FALSE POSITIVE,3.84835742,0.671,10.18,84.2,0.008886,0.77,16.612164,32.8,346,0.0,0,0.01595,0.0458,5.6828747,
8240790,,CANDIDATE,369.13236,0.0824,10.34,215.9,0.013526,2.14,,11.9,,,0,2.9031,1.0352,,
5702637,,FALSE POSITIVE,1.0388961,1.7017,4.755,600.8,0.720625,114.1,,14.7,,0.0,0,0.09564,0.0225,,
8309169,,FALSE POSITIVE,293.76887,0.753,4.68,462,0.021349,1.97,,4.0,,,0,7.95737,0.8263,,
4678919,,FALSE POSITIVE,1.87885327,0.513,3.302,120.9,0.010341,0.97,19.903236,12.1,716,0.0,0,0.30626,0.0291,4.2410364,
5563080,,FALSE POSITIVE,0.785473311,0.389,1.3911,339.6,0.016954,1.61,14.948492,57.0,1703,,0,2.12513,0.0155,3.5928373,
5983532,,FALSE POSITIVE,441.877824,1.5335,6.647,1300,0.570375,39.55,,15.2,,,0,0.49104,0.9718,,
3439126,,FALSE POSITIVE,2.9761504,0.064,6.079,259.5,0.014077,1.02,11.645167,8.3,454,0.0,0,0.12013,0.0352,7.677927,
5868793,Kepler-1582 b,CONFIRMED,4.83809469,0.014,1.096,1544,0.036066,0.79,10.980496,11.3,70,0.088,0,34.49907,0.0316,3.337935,
7191646,,CANDIDATE,106.957467,0.705,7.006,539.6,0.022719,2.4,9.884124,11.7,12,0.585,0,1.06668,0.4483,5.422147,
